yr,par,mon,ano,av_clm_val,per_ano,subregion,region
1950,prcp,annual,-100.19777577762991,1153.394616917394,-8.687206816121812,BC,BC
1951,prcp,annual,-197.08937580482367,1153.394616917394,-17.087766226235058,BC,BC
1952,prcp,annual,-89.82359458068147,1153.394616917394,-7.787759129719836,BC,BC
1953,prcp,annual,142.33583406884378,1153.394616917394,12.34060155831626,BC,BC
1954,prcp,annual,146.0337641851521,1153.394616917394,12.661214301090418,BC,BC
1955,prcp,annual,-54.18470357438682,1153.394616917394,-4.697846060631262,BC,BC
1956,prcp,annual,39.931293793936696,1153.394616917394,3.4620669464071696,BC,BC
1957,prcp,annual,-115.72510808017121,1153.394616917394,-10.033435771484916,BC,BC
1958,prcp,annual,-32.1175343849337,1153.394616917394,-2.7846093534554752,BC,BC
1959,prcp,annual,127.78697515691368,1153.394616917394,11.079206828487026,BC,BC
1960,prcp,annual,11.063770775656097,1153.394616917394,0.9592355134468677,BC,BC
1961,prcp,annual,79.06325073780891,1153.394616917394,6.854830912000989,BC,BC
1962,prcp,annual,98.52612960559546,1153.394616917394,8.542274097734227,BC,BC
1963,prcp,annual,67.05278914772296,1153.394616917394,5.813516741298029,BC,BC
1964,prcp,annual,115.60630588245307,1153.394616917394,10.023135550209767,BC,BC
1965,prcp,annual,-56.09930161343984,1153.394616917394,-4.863842850539129,BC,BC
1966,prcp,annual,112.15266034630476,1153.394616917394,9.723702425978734,BC,BC
1967,prcp,annual,32.659008137230735,1153.394616917394,2.8315554501647004,BC,BC
1968,prcp,annual,152.5103180120187,1153.394616917394,13.222735373919425,BC,BC
1969,prcp,annual,-54.07281064524234,1153.394616917394,-4.688144877055121,BC,BC
1970,prcp,annual,-134.66670812891314,1153.394616917394,-11.675683773245664,BC,BC
1971,prcp,annual,44.439742274339075,1153.394616917394,3.8529521139183407,BC,BC
1972,prcp,annual,49.01836086182287,1153.394616917394,4.249921071491663,BC,BC
1973,prcp,annual,-50.07138175998024,1153.394616917394,-4.341218610314214,BC,BC
1974,prcp,annual,91.40902385391814,1153.394616917394,7.925216791649449,BC,BC
1975,prcp,annual,9.514785591522783,1153.394616917394,0.8249375757407607,BC,BC
1976,prcp,annual,126.53826042370574,1153.394616917394,10.970942517652517,BC,BC
